datetime,flow_1,flow_2,flow_3,flow_4,flow_5,flow_6,flow_7,flow_8,flow_9,flow_10,flow_11,flow_12,flow_13,flow_14,flow_15,flow_16,flow_17,flow_18,flow_19,flow_20
2022-01-26 03:00:00,12.3,2.9,26.9,11.7,1.0,19.7,2.5,0.4,1.6,0.221,1.1,0.276,0.4,0.2,0.4,1.1,1.7,0.753,0.344,0.2
2022-01-26 04:00:00,10.6,2.3,22.9,11.7,1.0,17.0,1.8,0.2,1.2,0.19,0.6,0.223,0.2,0.2,0.2,0.6,1.1,0.729,0.254,0.1
2022-01-26 05:00:00,15.4,3.1,24.3,12.9,1.0,20.7,2.4,0.4,1.2,0.141,0.5,0.298,1.1,0.3,0.2,0.6,1.6,0.864,0.319,0.2
2022-01-26 06:00:00,23.4,6.4,33.3,20.1,2.0,33.4,5.6,1.2,2.9,0.56,2.0,0.808,1.9,1.0,1.0,1.5,2.8,1.917,0.758,1.5
2022-01-26 07:00:00,38.0,17.8,60.0,44.0,4.7,78.1,15.5,2.3,7.5,1.986,4.3,2.446,3.2,2.7,2.3,4.4,8.6,3.788,1.564,2.3
2022-01-26 08:00:00,54.5,27.0,87.1,60.3,4.3,113.1,20.4,3.1,11.5,3.51,6.7,3.278,3.7,4.1,2.5,5.7,10.6,6.648,3.54,3.1
2022-01-26 09:00:00,61.0,29.2,93.5,70.0,9.4,124.2,22.3,3.4,11.3,4.543,8.3,4.224,3.9,4.1,2.8,6.5,13.3,9.808,4.1,3.1
2022-01-26 10:00:00,58.1,26.5,84.2,67.6,9.2,111.4,20.5,3.4,9.8,4.424,7.1,5.004,3.6,3.9,2.6,6.2,11.5,8.256,4.892,3.3
2022-01-26 11:00:00,52.9,23.2,73.6,54.0,7.2,98.0,19.0,2.8,8.3,4.912,6.7,4.756,3.4,3.3,2.0,5.2,11.3,8.92,4.288,3.2
2022-01-26 12:00:00,48.1,20.5,69.0,48.0,5.5,89.8,17.5,2.5,7.6,3.652,5.5,4.242,2.7,2.6,1.5,4.5,9.0,10.28,4.1,2.7
2022-01-26 13:00:00,39.0,17.5,62.2,44.1,5.2,74.9,14.3,2.0,6.2,2.422,4.9,2.798,2.1,1.9,1.4,4.0,7.3,6.944,3.71,2.0
2022-01-26 14:00:00,34.6,15.1,54.9,42.6,4.5,65.3,10.8,1.0,4.6,2.156,3.9,1.736,1.9,1.9,1.0,3.9,7.5,5.508,2.558,1.8
2022-01-26 15:00:00,32.3,12.7,57.3,50.3,3.6,64.7,9.5,1.1,4.9,1.561,3.9,2.23,1.7,1.8,1.2,2.5,5.7,4.46,2.762,1.6
2022-01-26 16:00:00,33.4,13.7,57.2,55.3,3.8,63.9,10.9,1.3,5.5,1.922,3.0,3.348,2.5,1.8,0.9,2.9,5.2,5.236,2.782,1.7
2022-01-26 17:00:00,42.8,15.6,68.2,43.2,4.8,78.7,13.3,1.8,6.2,2.693,4.2,4.394,2.5,1.9,1.4,3.6,7.7,7.028,3.262,1.8
2022-01-26 18:00:00,45.9,20.7,71.5,54.2,4.7,87.0,16.5,2.2,8.4,3.166,6.3,3.738,3.0,2.5,2.1,5.0,9.0,7.824,3.538,1.8
2022-01-26 19:00:00,52.1,24.2,79.4,57.7,5.9,94.5,19.9,2.9,9.0,3.5,7.1,4.05,2.4,2.6,2.4,4.8,11.3,8.724,3.758,2.2
2022-01-26 20:00:00,75.5,31.0,91.9,64.0,8.2,110.8,23.3,3.1,10.1,5.053,8.9,6.488,3.8,4.2,2.7,6.3,12.3,10.18,3.914,2.3
2022-01-26 21:00:00,84.5,36.1,113.6,80.4,11.8,148.4,30.8,4.9,13.9,6.838,10.6,8.024,5.0,5.3,3.9,9.4,17.2,13.276,5.652,3.2
2022-01-26 22:00:00,72.8,43.7,120.1,84.2,11.0,157.2,33.4,3.9,16.5,7.088,14.0,7.624,5.3,6.9,4.3,10.5,18.3,13.412,5.804,3.4
2022-01-26 23:00:00,63.6,35.2,109.0,97.0,8.0,125.1,29.3,2.9,11.4,5.239,11.0,4.866,3.9,5.3,3.7,8.5,14.1,11.812,5.768,3.4
2022-01-27 00:00:00,38.1,21.6,68.4,50.7,4.9,71.1,15.7,1.5,5.8,3.933,5.8,3.21,2.5,3.5,2.3,5.3,9.9,7.616,2.912,1.7
2022-01-27 01:00:00,25.3,9.1,39.3,25.4,2.4,36.9,6.4,0.8,2.4,1.393,3.4,2.04,1.6,1.9,1.1,2.9,3.9,3.832,1.343,0.9
2022-01-27 02:00:00,14.0,5.1,29.1,15.8,1.5,23.9,3.8,0.4,1.9,0.742,2.3,0.819,0.8,0.5,0.2,1.3,2.3,2.181,0.508,0.4
2022-01-27 03:00:00,13.8,3.5,26.0,13.1,1.2,18.0,2.1,0.3,0.9,0.342,1.3,0.518,0.7,0.3,0.4,0.6,2.1,0.753,0.396,0.1
2022-01-27 04:00:00,13.2,2.7,25.2,12.3,1.0,16.2,2.2,0.2,1.5,0.381,1.1,0.406,0.4,0.4,0.1,0.4,1.6,0.729,0.245,0.3
2022-01-27 05:00:00,18.1,3.4,24.9,12.6,1.0,17.6,1.8,0.5,1.5,0.258,0.9,0.299,0.2,0.1,0.6,0.8,1.5,0.864,0.404,0.2
2022-01-27 06:00:00,26.3,6.6,32.5,21.1,1.6,30.6,3.9,0.7,2.5,0.777,2.0,1.029,0.9,0.7,1.3,0.9,2.6,1.884,1.081,1.1
2022-01-27 07:00:00,40.8,18.1,59.1,45.8,5.1,77.7,14.3,2.4,7.6,1.914,4.6,2.294,2.3,1.9,1.6,3.5,9.2,5.84,3.352,2.0
2022-01-27 08:00:00,51.4,23.1,78.2,61.7,5.6,102.7,19.1,2.9,10.1,3.409,6.0,3.956,3.0,3.8,2.4,5.8,10.2,7.652,3.148,2.2
2022-01-27 09:00:00,52.8,22.1,78.4,53.5,7.0,95.6,17.2,2.9,9.0,2.827,6.5,3.792,2.7,3.3,2.2,4.9,10.0,7.408,2.7,2.3
2022-01-27 10:00:00,57.6,19.0,73.3,60.0,6.0,85.2,16.4,2.7,8.1,2.94,6.0,3.244,2.2,2.3,1.9,3.8,11.3,7.688,2.39,1.9
2022-01-27 11:00:00,62.0,19.3,73.9,44.9,5.4,87.0,16.6,2.1,6.7,3.031,6.0,2.998,2.7,3.0,1.9,4.5,9.9,7.176,3.242,1.9
2022-01-27 12:00:00,45.8,21.7,76.0,51.1,5.6,89.4,14.9,2.1,7.3,3.235,6.1,3.194,2.6,2.9,1.8,4.9,9.7,6.912,2.824,2.8
2022-01-27 13:00:00,43.0,18.9,70.6,44.0,5.5,80.5,14.5,2.2,7.4,3.412,6.5,3.888,2.9,3.1,2.0,4.2,8.9,6.48,2.888,1.9
2022-01-27 14:00:00,34.6,15.9,60.8,27.4,4.4,63.9,9.6,1.9,5.2,2.234,5.0,2.268,2.9,2.5,1.6,2.7,7.4,5.024,2.91,1.5
2022-01-27 15:00:00,31.2,14.4,57.6,29.3,3.9,63.2,9.0,1.7,5.0,1.914,3.7,2.478,2.2,1.7,1.2,2.3,7.7,4.776,2.34,1.6
2022-01-27 16:00:00,37.5,15.1,59.8,34.3,3.4,65.9,9.8,1.5,6.1,2.038,3.5,2.326,3.0,1.7,1.7,2.8,6.3,4.272,2.38,1.1
2022-01-27 17:00:00,41.7,17.9,67.3,44.9,4.9,74.5,13.1,1.6,6.1,2.222,4.9,1.976,2.5,3.1,1.6,4.1,7.6,5.248,2.926,1.9
2022-01-27 18:00:00,46.2,20.2,73.4,54.1,4.8,88.0,16.0,2.4,8.7,3.039,5.2,3.046,2.9,2.8,1.7,4.9,9.4,5.852,2.636,2.0
2022-01-27 19:00:00,52.5,22.8,77.1,57.8,6.1,88.9,18.6,2.4,8.0,2.916,6.6,3.26,3.0,3.4,2.4,5.3,9.5,7.256,3.386,2.6
2022-01-27 20:00:00,59.6,26.0,85.9,55.7,7.3,106.3,20.6,2.9,9.9,3.367,8.0,4.33,2.8,3.4,2.8,6.5,12.3,9.684,4.206,2.6
2022-01-27 21:00:00,82.5,37.5,106.1,78.0,9.6,143.0,29.4,4.0,12.7,4.362,11.3,5.836,4.5,5.3,3.4,8.0,15.8,13.052,4.862,3.4
2022-01-27 22:00:00,95.9,41.1,119.9,81.9,10.4,156.6,34.5,3.8,15.1,5.879,13.9,7.042,4.9,5.6,4.4,7.9,19.7,15.728,4.732,4.2
2022-01-27 23:00:00,60.6,34.5,107.1,96.4,8.3,124.8,28.7,3.9,11.7,5.283,11.4,5.642,4.3,5.6,3.3,7.7,14.3,10.824,4.442,2.9
2022-01-28 00:00:00,39.5,19.7,68.5,49.0,4.1,73.2,15.5,2.5,5.5,2.851,5.8,4.09,3.3,3.8,2.2,6.0,9.1,6.068,2.672,1.3
2022-01-28 01:00:00,23.1,9.1,42.6,28.2,2.4,36.4,6.5,1.3,2.5,1.498,3.0,1.872,1.8,1.3,1.5,2.9,4.0,3.28,1.235,1.2
2022-01-28 02:00:00,15.1,4.8,29.3,17.5,1.8,24.2,3.0,0.7,2.1,0.731,2.9,0.942,0.7,0.6,0.6,1.4,2.8,2.2,0.517,0.7
2022-01-28 03:00:00,10.9,2.8,26.1,14.4,1.1,18.7,2.1,0.1,1.3,0.169,1.7,0.432,0.9,0.3,0.3,0.6,1.2,1.264,0.548,0.3
2022-01-28 04:00:00,11.1,2.4,23.5,14.4,1.0,18.5,1.9,0.4,1.3,0.213,1.5,0.263,0.5,0.2,0.3,0.5,1.3,1.786,0.488,0.3
2022-01-28 05:00:00,15.2,3.3,23.9,16.0,1.2,20.3,2.0,0.4,1.4,0.114,1.4,0.432,0.2,0.2,0.3,0.6,1.0,1.266,1.019,0.3
2022-01-28 06:00:00,23.6,6.3,32.5,21.6,1.6,32.7,4.6,0.9,2.5,0.615,1.8,0.979,1.2,0.7,1.0,1.4,2.9,2.028,1.071,1.4
2022-01-28 07:00:00,35.6,14.6,55.7,44.1,4.9,70.4,12.9,1.8,6.8,1.949,4.2,2.504,1.8,2.0,1.7,3.4,7.4,4.948,2.394,2.0
2022-01-28 08:00:00,48.9,21.2,71.7,54.5,4.7,99.1,17.6,3.1,9.0,3.23,5.8,3.128,2.4,3.0,2.0,4.5,10.3,7.832,3.622,1.7
2022-01-28 09:00:00,49.5,22.4,75.4,57.4,1.1,100.3,17.1,2.8,8.3,3.524,6.1,3.852,2.6,2.7,2.3,4.4,11.5,7.076,2.946,2.4
2022-01-28 10:00:00,47.9,19.3,72.8,62.6,6.3,93.2,19.1,2.7,8.5,3.338,5.8,4.216,2.5,1.8,2.1,4.8,10.0,6.628,2.45,2.2
2022-01-28 11:00:00,45.3,22.5,72.2,47.8,6.1,87.4,16.7,2.7,8.1,2.934,5.7,3.524,3.4,2.2,1.9,4.6,9.5,6.832,2.536,2.7
2022-01-28 12:00:00,42.3,19.4,71.4,43.7,5.6,86.9,16.0,2.1,6.7,2.47,5.5,2.992,2.6,2.4,2.2,4.1,9.4,6.272,2.996,1.9
2022-01-28 13:00:00,39.0,16.9,66.2,41.1,5.3,75.2,12.8,1.6,5.5,2.219,5.1,2.37,1.8,2.3,1.9,4.1,8.8,6.66,2.42,2.0
2022-01-28 14:00:00,31.9,13.2,55.2,27.7,4.3,73.8,10.3,1.5,4.3,1.841,3.5,1.818,2.0,1.9,1.4,2.8,6.5,4.74,2.098,1.6
2022-01-28 15:00:00,32.1,12.1,48.5,40.9,4.2,79.2,8.6,1.4,4.3,1.99,3.8,2.056,1.3,1.7,1.2,2.3,6.4,4.396,2.022,1.5
2022-01-28 16:00:00,34.0,14.2,53.4,41.4,3.6,66.5,11.1,1.6,4.9,2.275,3.6,2.194,1.6,1.5,1.2,3.0,6.0,3.816,1.948,1.5
2022-01-28 17:00:00,42.5,18.0,63.0,42.9,5.0,78.5,13.6,1.8,6.8,2.48,5.0,2.102,2.0,2.2,1.5,3.4,8.2,5.708,2.488,1.4
2022-01-28 18:00:00,31.1,19.2,66.9,50.0,5.5,89.4,16.3,2.2,7.2,2.794,5.7,3.132,2.3,2.8,2.1,4.9,10.1,6.216,2.774,1.7
2022-01-28 19:00:00,19.8,22.2,73.4,58.7,6.2,92.4,18.9,2.5,8.1,3.132,5.5,2.68,2.2,2.6,2.0,5.5,9.7,7.144,3.238,2.4
2022-01-28 20:00:00,102.2,25.1,78.9,65.3,6.9,107.3,20.5,3.0,9.9,3.699,7.3,3.134,2.8,4.0,2.4,5.2,11.5,9.612,3.876,2.1
2022-01-28 21:00:00,27.5,38.4,99.4,74.3,8.2,144.8,28.7,3.3,14.0,5.417,10.6,4.574,3.9,5.1,3.3,6.7,14.6,11.536,4.704,2.6
2022-01-28 22:00:00,106.5,39.8,109.3,78.2,9.9,145.6,30.3,3.2,13.8,5.432,11.3,5.384,5.1,5.5,3.4,7.7,15.6,11.852,5.13,2.6
2022-01-28 23:00:00,21.9,31.2,90.4,68.6,7.4,113.4,23.3,3.0,10.4,4.214,8.9,4.616,4.2,4.3,2.8,6.3,12.3,11.168,3.15,2.4
2022-01-29 00:00:00,55.8,18.5,63.3,41.9,3.9,69.6,14.1,1.4,4.8,2.754,5.4,2.864,2.6,2.9,1.8,4.2,9.6,5.756,2.684,1.8
2022-01-29 01:00:00,30.1,7.3,38.5,24.1,2.7,38.6,6.3,0.8,2.7,1.742,3.1,1.068,1.5,1.0,1.2,2.2,4.0,3.008,1.374,1.0
2022-01-29 02:00:00,7.0,5.1,29.0,14.9,1.7,25.7,2.7,0.4,2.1,0.305,1.9,0.867,0.6,0.5,0.4,0.8,1.9,1.92,0.243,0.9
2022-01-29 03:00:00,6.2,3.7,24.6,12.4,1.1,21.5,1.9,0.1,0.9,0.234,0.7,0.334,0.6,0.3,0.5,0.6,1.2,1.294,0.326,0.4
2022-01-29 04:00:00,7.1,2.7,23.5,11.6,1.1,19.2,1.4,0.1,1.1,0.237,0.8,0.156,0.6,0.2,0.4,0.3,1.0,1.022,0.33,0.3
2022-01-29 05:00:00,7.8,3.2,22.1,12.3,1.4,21.5,1.7,0.4,1.4,0.219,0.7,0.36,0.5,0.3,0.2,0.4,1.1,0.945,0.711,0.3
2022-01-29 06:00:00,9.9,4.5,29.8,17.4,1.9,31.3,4.8,0.8,2.4,0.482,1.3,0.668,0.9,0.4,1.0,1.1,2.7,1.436,0.839,0.9
2022-01-29 07:00:00,75.2,12.8,48.0,34.4,4.4,64.1,10.5,1.5,6.0,1.343,3.6,2.156,1.4,1.3,1.3,2.6,5.9,4.316,1.904,1.3
2022-01-29 08:00:00,16.8,17.8,63.1,48.3,6.6,89.1,14.3,2.0,8.3,3.111,4.9,2.756,1.9,2.3,2.1,3.6,8.4,7.1,2.704,1.8
2022-01-29 09:00:00,40.5,23.0,77.1,53.5,7.3,89.3,19.9,3.4,10.3,3.867,6.1,3.646,2.8,2.7,1.9,4.0,11.3,7.256,3.97,1.8
2022-01-29 10:00:00,70.7,23.8,78.2,64.5,7.0,103.2,21.5,3.1,9.3,3.64,6.3,3.106,3.0,2.9,2.4,4.1,10.6,8.468,3.832,2.6
2022-01-29 11:00:00,50.9,23.3,76.6,51.9,7.5,97.7,18.3,2.8,9.4,3.052,6.8,3.558,3.3,2.8,2.2,4.4,12.2,7.796,3.622,2.8
2022-01-29 12:00:00,45.5,21.2,73.4,47.4,6.8,93.2,16.6,2.4,8.8,2.856,6.1,2.992,3.1,2.6,1.9,4.0,9.3,7.344,2.996,2.7
2022-01-29 13:00:00,41.5,16.7,66.4,44.6,5.6,80.4,15.5,2.7,8.0,2.226,5.7,2.37,3.4,2.2,1.7,3.3,7.4,6.516,2.42,2.3
2022-01-29 14:00:00,34.9,15.7,55.1,36.7,4.7,66.5,12.1,2.0,4.9,2.002,4.9,1.818,2.3,1.7,1.7,2.9,8.0,4.416,2.098,1.9
2022-01-29 15:00:00,31.7,12.1,52.6,38.0,3.5,62.1,10.7,1.3,5.5,1.966,3.6,2.056,1.9,1.5,1.8,2.5,6.1,4.304,2.022,1.4
2022-01-29 16:00:00,35.9,13.8,53.4,40.4,4.1,65.1,11.4,1.6,5.4,1.774,3.9,2.088,2.3,1.7,1.4,3.0,6.2,4.232,1.948,1.3
2022-01-29 17:00:00,42.1,19.3,63.7,50.3,4.8,77.9,12.6,2.3,6.7,2.204,4.6,2.41,2.8,2.8,1.2,3.1,7.8,5.512,2.488,1.2
2022-01-29 18:00:00,44.8,19.8,70.2,55.6,4.8,83.6,15.2,2.2,8.1,3.098,4.8,3.132,2.4,2.3,2.2,3.4,9.3,6.216,2.774,1.6
2022-01-29 19:00:00,50.6,21.6,71.0,57.7,5.9,92.8,16.4,2.4,7.9,2.494,5.4,2.68,2.0,2.6,2.1,4.3,9.7,7.144,3.238,1.7
2022-01-29 20:00:00,58.9,25.0,78.8,63.9,6.9,109.8,17.9,2.5,10.3,3.916,8.3,3.134,3.2,3.0,2.3,5.4,11.2,9.612,3.876,2.1
2022-01-29 21:00:00,68.0,31.0,97.4,75.5,8.7,129.7,25.4,3.2,13.5,3.868,10.4,4.574,3.7,4.6,2.8,6.3,14.1,11.536,4.704,2.5
2022-01-29 22:00:00,69.9,37.6,100.6,78.5,8.4,135.1,30.2,3.4,12.5,4.944,10.5,4.79,4.8,4.2,2.8,7.0,16.3,10.516,5.13,2.5
2022-01-29 23:00:00,57.8,31.6,91.3,72.9,6.3,107.0,22.7,2.2,8.4,4.336,8.8,4.638,3.8,2.2,2.3,5.8,12.6,8.952,3.15,1.7
2022-01-30 00:00:00,36.9,19.9,59.0,40.9,3.5,62.5,12.0,1.7,5.9,2.428,5.2,2.504,2.6,2.7,1.5,3.6,7.0,6.392,2.684,1.2
2022-01-30 01:00:00,21.3,10.8,37.1,23.0,2.1,36.5,6.1,0.8,3.5,1.063,2.2,1.384,1.7,0.9,0.9,2.0,3.9,3.027,1.374,0.4
2022-01-30 02:00:00,12.7,6.8,29.0,14.6,1.2,22.5,2.4,0.4,1.8,0.305,2.3,0.337,0.7,0.2,0.3,0.9,1.4,1.948,0.419,0.5
2022-01-30 03:00:00,11.1,5.5,24.1,13.2,1.4,17.0,1.9,0.3,1.2,0.234,1.0,0.139,0.6,0.2,0.3,0.7,0.9,0.978,0.321,0.3
2022-01-30 04:00:00,11.4,4.6,22.8,12.8,1.3,16.5,1.4,0.2,1.3,0.237,0.5,0.278,0.4,0.1,0.2,0.5,0.9,1.022,0.38,0.2
2022-01-30 05:00:00,14.0,2.4,23.5,13.4,1.3,17.6,1.7,0.4,0.8,0.219,0.7,0.157,0.4,0.1,0.6,0.5,1.5,0.945,0.359,0.1
2022-01-30 06:00:00,21.1,4.5,29.5,17.7,2.1,27.6,3.7,0.6,2.5,0.67,1.3,0.602,0.9,0.5,0.7,0.9,2.6,1.436,0.679,0.6
2022-01-30 07:00:00,33.8,12.5,50.6,36.1,4.2,61.3,10.1,1.8,5.8,1.258,3.7,2.3,2.5,1.0,1.4,2.1,6.7,4.316,2.116,1.7
2022-01-30 08:00:00,45.6,20.3,66.9,59.4,4.8,87.9,16.0,2.2,8.3,2.332,4.3,2.43,2.0,2.2,2.1,3.5,9.5,6.304,3.092,2.1
2022-01-30 09:00:00,51.4,26.2,79.8,67.5,6.8,107.1,20.6,3.7,9.9,4.268,7.0,3.178,2.7,3.3,2.1,3.7,11.2,6.716,2.78,2.6
2022-01-30 10:00:00,52.2,25.2,84.9,67.7,7.7,127.4,21.2,3.7,10.5,4.186,6.4,4.064,3.8,3.2,2.5,4.0,11.2,7.992,2.948,3.1
2022-01-30 11:00:00,53.1,23.9,81.8,56.0,8.1,138.1,20.5,3.1,10.3,3.762,6.4,2.928,3.3,2.5,2.2,4.8,11.5,7.716,3.316,3.5
2022-01-30 12:00:00,50.6,21.4,72.5,50.8,6.9,128.6,19.2,2.8,9.0,3.444,6.5,3.288,2.9,1.9,1.5,4.4,11.1,7.424,3.328,2.5
2022-01-30 13:00:00,44.8,19.6,68.6,45.6,6.1,119.6,15.7,2.2,7.9,3.172,5.8,3.256,2.6,2.1,1.5,3.4,9.4,6.456,2.44,2.2
2022-01-30 14:00:00,38.3,17.0,60.4,38.2,5.0,124.9,13.1,1.8,6.6,1.798,5.2,2.196,2.0,1.6,1.0,3.3,6.2,5.476,2.462,1.7
2022-01-30 15:00:00,35.9,14.9,57.5,41.6,3.3,140.9,10.8,1.7,6.1,1.32,4.7,1.546,1.8,1.3,1.3,3.3,7.0,4.156,2.842,1.8
2022-01-30 16:00:00,38.7,13.5,56.5,42.2,3.5,121.0,10.2,2.5,6.4,1.386,4.0,1.97,2.5,1.3,1.5,2.9,7.1,5.028,3.006,1.3
2022-01-30 17:00:00,41.6,20.1,64.7,49.4,4.7,117.1,12.8,2.4,7.9,2.264,4.4,2.152,2.4,1.9,1.5,3.7,8.2,5.916,2.82,1.6
2022-01-30 18:00:00,47.1,22.3,70.8,54.5,5.2,120.9,15.6,2.5,9.2,2.588,5.6,2.394,2.7,2.4,1.6,4.3,9.8,6.328,3.214,1.5
2022-01-30 19:00:00,52.8,22.6,72.1,58.1,5.6,128.6,17.8,2.2,8.6,3.014,5.8,2.566,2.8,2.5,1.9,4.2,9.2,7.136,3.084,1.6
2022-01-30 20:00:00,61.4,24.3,79.2,53.6,7.0,142.8,21.3,2.4,9.6,3.458,7.7,2.568,3.5,2.1,2.3,4.8,11.6,9.044,3.164,2.4
2022-01-30 21:00:00,70.0,33.5,100.9,75.0,8.8,141.0,25.1,2.5,12.9,4.462,9.4,4.476,4.4,4.5,2.4,5.1,14.8,10.22,3.784,2.0
2022-01-30 22:00:00,69.8,39.0,106.0,76.3,9.5,141.7,26.7,2.9,12.9,4.664,10.2,4.408,4.9,4.8,2.7,4.9,15.8,9.744,4.994,2.4
2022-01-30 23:00:00,55.6,31.0,91.5,76.7,7.4,114.9,22.3,2.5,10.9,3.038,8.3,4.39,3.6,3.3,1.9,4.6,12.3,8.04,3.842,2.3
2022-01-31 00:00:00,37.2,17.9,60.0,38.9,4.1,64.5,12.2,1.9,5.7,2.818,5.6,2.02,2.4,1.8,0.9,3.9,6.5,6.04,2.086,1.3
2022-01-31 01:00:00,23.2,7.4,38.2,24.0,2.4,35.3,7.0,0.9,2.4,1.124,3.3,1.077,1.7,0.9,0.8,2.5,4.2,2.98,0.688,0.7
2022-01-31 02:00:00,14.8,4.9,29.1,15.9,1.4,26.3,3.6,0.5,1.5,0.848,2.5,0.471,0.8,0.2,0.3,1.3,2.5,1.475,0.144,0.3
2022-01-31 03:00:00,11.9,3.5,24.9,11.9,1.1,21.4,2.1,0.3,0.9,0.181,1.9,0.345,0.6,0.2,0.1,0.4,1.9,1.298,0.275,0.1
2022-01-31 04:00:00,15.2,3.0,23.3,11.1,1.1,20.0,1.6,0.3,1.0,0.216,1.4,0.208,0.3,0.1,0.5,0.2,1.8,1.066,0.198,0.1
2022-01-31 05:00:00,17.3,3.3,24.0,12.0,1.2,21.7,1.8,0.3,1.1,0.154,1.3,0.19,0.4,0.1,0.1,0.4,1.6,0.914,0.489,0.2
2022-01-31 06:00:00,23.0,4.3,29.8,16.6,1.8,31.0,3.6,0.7,2.0,0.303,1.9,0.593,0.6,0.4,0.7,0.7,3.0,1.436,0.854,0.5
2022-01-31 07:00:00,29.8,11.2,43.9,37.5,3.4,57.0,9.0,1.2,5.5,1.144,3.2,1.834,1.2,1.3,0.7,2.5,5.8,4.316,1.618,2.0
2022-01-31 08:00:00,44.2,19.2,62.2,70.0,5.6,89.2,14.6,2.1,7.6,2.64,5.5,2.328,2.7,2.4,1.7,2.9,9.3,6.304,2.282,1.6
2022-01-31 09:00:00,49.7,22.7,79.2,93.1,8.2,125.4,19.6,3.2,10.8,3.51,6.8,3.258,2.8,2.7,2.2,4.3,11.1,6.716,3.348,2.4
2022-01-31 10:00:00,53.1,23.5,80.8,89.3,8.0,129.1,19.9,3.1,10.0,3.188,7.1,3.45,2.9,2.8,2.4,4.5,12.1,8.908,3.5,2.6
2022-01-31 11:00:00,52.0,24.3,79.0,62.3,7.2,107.5,17.8,2.9,9.6,3.72,7.2,3.678,3.5,2.6,2.4,3.8,9.9,10.268,3.582,2.2
2022-01-31 12:00:00,50.6,21.7,74.8,51.8,6.3,99.5,17.1,2.7,7.6,2.816,5.9,2.886,3.5,2.3,2.0,4.4,10.7,7.724,2.638,2.3
2022-01-31 13:00:00,51.2,22.8,73.1,54.3,6.2,96.7,16.6,2.9,8.2,2.732,5.2,2.516,2.8,1.9,2.2,4.4,11.0,7.04,2.988,1.9
2022-01-31 14:00:00,50.5,22.3,74.0,42.5,6.1,95.3,16.1,2.5,8.1,3.302,5.7,2.054,3.0,2.5,2.0,3.7,10.7,7.708,2.492,1.8
2022-01-31 15:00:00,57.9,24.4,104.7,53.6,5.5,101.6,17.5,2.1,8.2,2.602,6.2,3.144,3.4,2.2,2.8,4.3,11.2,8.368,2.372,1.8
2022-01-31 16:00:00,60.0,25.6,88.9,54.2,6.8,106.0,19.4,2.3,8.1,3.9,8.3,3.014,3.9,2.8,2.6,4.3,11.8,9.84,3.26,1.5
2022-01-31 17:00:00,59.2,22.4,82.6,58.0,6.6,105.0,21.6,1.9,8.7,3.826,7.8,3.838,3.1,2.6,1.8,4.7,9.7,8.176,2.88,1.4
2022-01-31 18:00:00,55.2,19.8,73.8,62.4,6.0,92.0,17.5,2.7,8.3,3.31,6.6,3.578,3.5,3.0,2.4,5.3,9.8,8.132,3.078,1.9
2022-01-31 19:00:00,61.3,26.6,83.6,71.4,6.6,106.4,21.1,2.3,9.8,4.254,6.3,3.396,3.1,3.4,2.6,5.9,11.6,9.3,3.766,1.8
2022-01-31 20:00:00,62.1,25.9,83.9,56.4,5.8,95.9,19.8,2.7,10.5,5.608,7.0,3.614,2.4,3.0,2.3,5.3,10.9,9.656,3.146,1.4
2022-01-31 21:00:00,63.3,31.2,85.6,70.0,6.6,109.6,20.3,2.6,9.4,4.53,7.4,4.45,3.8,3.2,2.0,5.7,11.4,9.024,3.27,1.9
2022-01-31 22:00:00,61.5,31.3,88.4,69.7,7.1,115.0,20.9,2.8,9.8,3.84,7.3,3.776,3.3,2.3,2.5,5.6,11.0,8.26,2.668,2.5
2022-01-31 23:00:00,53.2,26.8,82.2,73.8,6.7,106.5,17.5,2.7,9.2,3.4,6.6,4.432,3.1,2.0,1.6,4.9,9.3,8.212,2.924,2.1
2022-02-01 00:00:00,35.4,18.7,60.9,40.5,3.8,75.0,12.6,1.7,7.7,2.552,4.0,2.598,2.3,1.3,1.2,2.4,7.2,5.638,2.063,1.7
2022-02-01 01:00:00,21.6,9.7,42.1,27.8,2.6,47.3,6.3,0.8,4.9,0.663,2.0,0.832,1.5,1.2,0.8,1.4,3.7,3.17,1.124,0.7
2022-02-01 02:00:00,14.2,4.8,28.4,16.4,1.4,25.8,2.7,0.2,1.5,0.371,1.4,0.424,0.7,0.5,0.3,0.6,2.8,1.368,0.373,0.3
2022-02-01 03:00:00,10.1,2.9,22.2,11.6,1.1,22.9,2.0,0.3,1.1,0.207,0.4,0.157,0.3,0.2,0.3,0.4,1.5,0.654,0.266,0.1
2022-02-01 04:00:00,12.0,2.3,21.8,10.9,0.8,20.0,1.3,0.3,0.8,0.214,0.6,0.134,0.3,0.1,0.1,0.4,1.5,0.569,0.31,0.1
2022-02-01 05:00:00,9.6,2.1,22.5,11.1,0.9,20.1,1.2,0.3,0.8,0.153,0.6,0.168,0.3,0.1,0.3,0.3,0.9,0.536,0.373,0.2
2022-02-01 06:00:00,14.7,3.5,25.4,13.4,1.2,24.5,1.8,0.3,1.5,0.165,0.7,0.287,0.3,0.4,0.6,0.5,1.5,0.892,0.487,0.5
2022-02-01 07:00:00,20.4,5.9,40.9,19.9,1.9,37.0,4.7,0.5,3.3,0.96,1.3,0.871,0.9,0.4,0.6,1.1,3.2,2.257,0.874,0.5
