jzrq,zz,wz,glzl,yxgc,xzqz,xzcy,xzsw,train or test
2021-06-18,,,35,911,3.0,0.0,0.0,train
2021-06-19,,,41,1120,7.0,1.0,0.0,train
2021-06-20,,,43,1214,2.0,0.0,0.0,train
2021-06-21,,,45,1471,2.0,0.0,0.0,train
2021-06-22,,,44,1629,0.0,1.0,0.0,train
2021-06-23,,,44,1629,0.0,0.0,0.0,train
2021-06-24,,,45,1878,1.0,0.0,0.0,train
2021-06-25,,,45,1906,1.0,1.0,0.0,train
2021-06-26,,,45,2009,0.0,0.0,0.0,train
2021-06-27,,,43,2039,0.0,2.0,0.0,train
2021-06-28,,,44,2049,1.0,0.0,0.0,train
2021-06-29,,,44,2048,0.0,0.0,0.0,train
2021-06-30,,,41,2038,0.0,3.0,0.0,train
2021-07-01,,,39,2037,0.0,2.0,0.0,train
2021-07-02,,,37,2032,0.0,2.0,0.0,train
2021-07-03,,,36,2027,0.0,1.0,0.0,train
2021-07-04,,,35,1929,0.0,1.0,0.0,train
2021-07-05,,,32,1829,0.0,3.0,0.0,train
2021-07-06,,,28,1602,0.0,4.0,0.0,train
2021-07-07,,,20,1207,0.0,8.0,0.0,train
2021-07-08,,,18,616,0.0,2.0,0.0,train
2021-07-09,,,18,288,0.0,0.0,0.0,train
2021-07-10,,,15,150,0.0,3.0,0.0,train
2021-07-11,,,15,10,0.0,0.0,0.0,train
2021-07-12,,,15,7,0.0,0.0,0.0,train
2021-07-13,,,9,7,0.0,6.0,0.0,train
2021-07-14,,,7,7,0.0,2.0,0.0,train
2021-07-15,,,7,5,0.0,0.0,0.0,train
2021-07-16,,,5,7,0.0,2.0,0.0,train
2021-07-17,,,3,7,0.0,2.0,0.0,train
2021-07-18,,,5,7,3.0,1.0,0.0,train
2021-07-19,,,5,3,1.0,1.0,0.0,train
2021-07-20,,,4,45,0.0,1.0,0.0,train
2021-07-21,,,5,44,1.0,0.0,0.0,train
2021-07-22,,,6,49,1.0,0.0,0.0,train
2021-07-23,,,6,66,0.0,0.0,0.0,train
2021-07-24,,,6,66,0.0,0.0,0.0,train
2021-07-25,,,7,66,2.0,1.0,0.0,train
2021-07-26,,,7,66,0.0,0.0,0.0,train
2021-07-27,,,7,162,0.0,0.0,0.0,train
2021-07-28,,,6,169,0.0,1.0,0.0,train
2021-07-29,,,6,175,0.0,0.0,0.0,train
2021-07-30,,,6,180,0.0,0.0,0.0,train
2021-07-31,,,7,195,1.0,0.0,0.0,train
2021-08-01,,,7,199,0.0,0.0,0.0,train
2021-08-02,,,7,208,0.0,0.0,0.0,train
2021-08-03,,,6,244,0.0,1.0,0.0,train
2021-08-04,,,6,279,0.0,0.0,0.0,train
2021-08-05,,,7,294,1.0,0.0,0.0,train
2021-08-06,,,6,337,0.0,1.0,0.0,train
2021-08-07,,,5,189,0.0,1.0,0.0,train
2021-08-08,,,7,166,2.0,0.0,0.0,train
2021-08-09,,,7,156,0.0,0.0,0.0,train
2021-08-10,,,7,136,0.0,0.0,0.0,train
2021-08-11,,,8,113,1.0,0.0,0.0,train
2021-08-12,,,10,105,2.0,0.0,0.0,train
2021-08-13,,,10,221,0.0,0.0,0.0,train
2021-08-14,,,5,219,0.0,5.0,0.0,train
2021-08-15,,,5,218,0.0,0.0,0.0,train
2021-08-16,,,5,215,0.0,0.0,0.0,train
2021-08-17,,,3,211,0.0,2.0,0.0,train
2021-08-18,,,3,237,0.0,0.0,0.0,train
2021-08-19,,,3,229,0.0,0.0,0.0,train
2021-08-20,,,3,230,0.0,0.0,0.0,train
2021-08-21,,,4,247,1.0,0.0,0.0,train
2021-08-22,,,5,248,1.0,0.0,0.0,train
2021-08-23,,,5,301,0.0,0.0,0.0,train
2021-08-24,,,5,299,0.0,0.0,0.0,train
2021-08-25,,,6,299,1.0,0.0,0.0,train
2021-08-26,,,7,265,1.0,0.0,0.0,train
2021-08-27,,,7,260,0.0,0.0,0.0,train
2021-08-28,,,6,273,0.0,1.0,0.0,train
2021-08-29,,,6,326,1.0,1.0,0.0,train
2021-08-30,,,5,309,0.0,1.0,0.0,train
2021-08-31,,,5,446,0.0,0.0,0.0,train
2021-09-01,,,6,436,1.0,0.0,0.0,train
2021-09-02,,,6,322,0.0,0.0,0.0,train
2021-09-03,,,6,321,0.0,0.0,0.0,train
2021-09-04,,,7,269,1.0,0.0,0.0,train
2021-09-05,,,6,269,0.0,1.0,0.0,train
2021-09-06,,,6,393,0.0,0.0,0.0,train
2021-09-07,,,6,403,0.0,0.0,0.0,train
2021-09-08,,,6,338,0.0,0.0,0.0,train
2021-09-09,,,6,336,0.0,0.0,0.0,train
2021-09-10,,,6,397,0.0,0.0,0.0,train
2021-09-11,,,6,445,0.0,0.0,0.0,train
2021-09-12,,,5,445,0.0,1.0,0.0,train
2021-09-13,,,6,445,1.0,0.0,0.0,train
2021-09-14,,,6,453,1.0,1.0,0.0,train
2021-09-15,,,6,392,0.0,0.0,0.0,train
2021-09-16,,,5,342,0.0,1.0,0.0,train
2021-09-17,,,6,323,1.0,0.0,0.0,train
2021-09-18,,,6,305,0.0,0.0,0.0,train
2021-09-19,,,6,305,0.0,0.0,0.0,train
2021-09-20,,,6,301,0.0,0.0,0.0,train
2021-09-21,,,7,267,1.0,0.0,0.0,train
2021-09-22,,,6,281,0.0,1.0,0.0,train
2021-09-23,,,5,282,0.0,1.0,0.0,train
2021-09-24,,,6,283,1.0,0.0,0.0,train
2021-09-25,,,5,152,0.0,1.0,0.0,train
2021-09-26,,,5,152,0.0,0.0,0.0,train
2021-09-27,,,5,152,0.0,0.0,0.0,train
2021-09-28,,,5,153,0.0,0.0,0.0,train
2021-09-29,,,5,154,0.0,0.0,0.0,train
2021-09-30,,,5,106,0.0,0.0,0.0,train
2021-10-01,,,5,102,0.0,0.0,0.0,train
2021-10-02,,,4,104,0.0,1.0,0.0,train
2021-10-03,,,4,104,1.0,1.0,0.0,train
2021-10-04,,,4,106,0.0,0.0,0.0,train
2021-10-05,,,4,104,0.0,0.0,0.0,train
2021-10-06,,,4,104,0.0,0.0,0.0,train
2021-10-07,,,3,104,0.0,1.0,0.0,train
2021-10-08,,,3,103,0.0,0.0,0.0,train
2021-10-09,,,3,104,0.0,0.0,0.0,train
2021-10-10,,,2,66,0.0,1.0,0.0,train
2021-10-11,,,1,65,0.0,1.0,0.0,train
2021-10-12,,,2,72,1.0,0.0,0.0,train
2021-10-13,,,2,69,0.0,0.0,0.0,train
2021-10-14,,,2,70,0.0,0.0,0.0,train
2021-10-15,,,2,116,0.0,0.0,0.0,train
2021-10-16,,,2,106,0.0,0.0,0.0,train
2021-10-17,,,2,106,0.0,0.0,0.0,train
2021-10-18,,,2,106,0.0,0.0,0.0,train
2021-10-19,,,1,120,0.0,1.0,0.0,train
2021-10-20,,,1,118,0.0,0.0,0.0,train
2021-10-21,,,2,120,1.0,0.0,0.0,train
2021-10-22,,,2,189,0.0,0.0,0.0,train
2021-10-23,,,2,194,0.0,0.0,0.0,train
2021-10-24,,,2,199,0.0,0.0,0.0,train
2021-10-25,,,4,200,2.0,0.0,0.0,train
2021-10-26,,,4,201,0.0,0.0,0.0,train
2021-10-27,,,4,205,0.0,0.0,0.0,train
2021-10-28,,,4,191,0.0,0.0,0.0,train
2021-10-29,,,5,179,1.0,0.0,0.0,train
2021-10-30,,,5,205,0.0,0.0,0.0,train
2021-10-31,,,5,128,0.0,0.0,0.0,train
2021-11-01,,,5,146,0.0,0.0,0.0,train
2021-11-02,,,5,142,0.0,0.0,0.0,train
2021-11-03,,,5,139,0.0,0.0,0.0,train
2021-11-04,,,5,139,0.0,0.0,0.0,train
2021-11-05,,,4,156,0.0,1.0,0.0,train
2021-11-06,,,3,155,0.0,1.0,0.0,train
2021-11-07,,,3,154,0.0,0.0,0.0,train
2021-11-08,,,3,156,0.0,0.0,0.0,train
2021-11-09,,,1,155,0.0,2.0,0.0,train
2021-11-10,,,1,118,0.0,0.0,0.0,train
2021-11-11,,,2,53,1.0,0.0,0.0,train
2021-11-12,,,2,53,0.0,0.0,0.0,train
2021-11-13,,,2,51,0.0,0.0,0.0,train
2021-11-14,,,2,52,0.0,1.0,0.0,train
2021-11-15,,,1,52,0.0,0.0,0.0,train
2021-11-16,,,1,52,0.0,0.0,0.0,train
2021-11-17,,,2,98,1.0,0.0,0.0,train
2021-11-18,,,3,98,1.0,0.0,0.0,train
2021-11-19,,,3,134,0.0,0.0,0.0,train
2021-11-20,,,3,259,0.0,0.0,0.0,train
2021-11-21,,,3,259,0.0,0.0,0.0,train
2021-11-22,,,3,259,0.0,0.0,0.0,train
2021-11-23,,,3,133,0.0,0.0,0.0,train
2021-11-24,,,5,85,2.0,0.0,0.0,train
2021-11-25,,,5,83,0.0,0.0,0.0,train
2021-11-26,,,5,92,0.0,0.0,0.0,train
2021-11-27,,,5,144,0.0,0.0,0.0,train
2021-11-28,,,4,144,0.0,1.0,0.0,train
2021-11-29,,,4,123,0.0,0.0,0.0,train
2021-11-30,,,5,141,1.0,0.0,0.0,train
2021-12-01,,,6,154,1.0,0.0,0.0,train
2021-12-02,,,6,150,0.0,0.0,0.0,train
2021-12-03,,,6,147,0.0,0.0,0.0,train
2021-12-04,,,6,148,0.0,0.0,0.0,train
2021-12-05,,,6,126,0.0,0.0,0.0,train
2021-12-06,,,6,121,0.0,0.0,0.0,train
2021-12-07,,,6,114,0.0,0.0,0.0,train
2021-12-08,,,5,125,0.0,1.0,0.0,train
2021-12-09,,,5,129,0.0,0.0,0.0,train
2021-12-10,,,5,130,0.0,0.0,0.0,train
2021-12-11,,,5,129,0.0,0.0,0.0,train
2021-12-12,,,5,63,0.0,0.0,0.0,train
2021-12-13,,,5,65,0.0,0.0,0.0,train
2021-12-14,,,5,125,0.0,0.0,0.0,train
2021-12-15,,,4,134,0.0,1.0,0.0,train
2021-12-16,,,5,103,1.0,0.0,0.0,train
2021-12-17,,,7,214,2.0,0.0,0.0,train
2021-12-18,,,8,187,1.0,0.0,0.0,train
2021-12-19,,,8,177,0.0,0.0,0.0,train
2021-12-20,,,7,180,0.0,1.0,0.0,train
2021-12-21,,,6,180,0.0,1.0,0.0,train
2021-12-22,,,7,188,1.0,0.0,0.0,train
2021-12-23,,,7,188,0.0,0.0,0.0,train
2021-12-24,,,12,333,5.0,0.0,0.0,train
2021-12-25,,,12,333,0.0,0.0,0.0,train
2021-12-26,,,12,320,0.0,0.0,0.0,train
2021-12-27,,,11,324,0.0,1.0,0.0,train
2021-12-28,,,11,320,0.0,0.0,0.0,train
2021-12-29,,,10,320,0.0,1.0,0.0,train
2021-12-30,,,11,193,1.0,0.0,0.0,train
2021-12-31,,,16,187,5.0,0.0,0.0,train
2022-01-01,,,16,244,1.0,1.0,0.0,train
2022-01-02,,,16,244,0.0,0.0,0.0,train
2022-01-03,,,18,428,4.0,2.0,0.0,train
2022-01-04,,,19,425,1.0,0.0,0.0,train
2022-01-05,,,19,422,1.0,1.0,0.0,train
2022-01-06,,,19,320,0.0,0.0,0.0,train
2022-01-07,,,21,388,2.0,0.0,0.0,train
2022-01-08,,,23,666,2.0,0.0,0.0,train
2022-01-09,,,24,1263,2.0,1.0,0.0,train
2022-01-10,,,24,1892,0.0,0.0,0.0,train
2022-01-11,,,31,2312,7.0,0.0,0.0,train
2022-01-12,,,33,2480,2.0,0.0,0.0,train
2022-01-13,,,34,2863,1.0,0.0,0.0,train
2022-01-14,,,37,4427,3.0,0.0,0.0,train
2022-01-15,,,36,5439,0.0,1.0,0.0,train
2022-01-16,,,37,5770,2.0,1.0,0.0,train
2022-01-17,,,35,6013,1.0,3.0,0.0,train
2022-01-18,,,33,6262,1.0,3.0,0.0,train
2022-01-19,,,32,6024,0.0,1.0,0.0,train
2022-01-20,,,33,5426,3.0,0.0,0.0,train
2022-01-21,,,33,4379,0.0,2.0,0.0,train
2022-01-22,,,32,3277,1.0,2.0,0.0,train
2022-01-23,,,32,2868,0.0,0.0,0.0,train
2022-01-24,,,29,2345,1.0,4.0,0.0,train
2022-01-25,,,28,1504,0.0,1.0,0.0,train
2022-01-26,,,28,1128,1.0,1.0,0.0,train
2022-01-27,,,27,940,0.0,1.0,0.0,train
2022-01-28,,,27,719,2.0,2.0,0.0,train
2022-01-29,,,27,427,0.0,0.0,0.0,train
2022-01-30,,,26,386,0.0,1.0,0.0,train
2022-01-31,,,29,325,5.0,2.0,0.0,train
2022-02-01,,,27,899,2.0,4.0,0.0,train
2022-02-02,,,30,1426,4.0,1.0,0.0,train
2022-02-03,,,32,2229,4.0,2.0,0.0,train
2022-02-04,,,34,3110,2.0,0.0,0.0,train
2022-02-05,,,31,3823,1.0,4.0,0.0,train
2022-02-06,,,32,4457,3.0,2.0,0.0,train
2022-02-07,,,34,4961,2.0,0.0,0.0,train
2022-02-08,,,40,5324,7.0,1.0,0.0,train
2022-02-09,,,41,5808,1.0,0.0,0.0,train
2022-02-10,,,43,5683,4.0,2.0,0.0,train
2022-02-11,,,53,5860,13.0,3.0,0.0,train
2022-02-12,,,62,4304,10.0,1.0,0.0,train
2022-02-13,,,70,4595,9.0,1.0,0.0,train
2022-02-14,,,75,3765,7.0,2.0,0.0,train
2022-02-15,,,85,2979,11.0,1.0,0.0,train
2022-02-16,,,95,2804,10.0,0.0,0.0,train
2022-02-17,,,100,3776,6.0,1.0,0.0,train
2022-02-18,,,111,4223,14.0,3.0,0.0,train
2022-02-19,,,131,5503,21.0,1.0,0.0,train
2022-02-20,,,143,6455,14.0,2.0,0.0,train
2022-02-21,,,157,6944,14.0,0.0,0.0,train
2022-02-22,,,180,7735,24.0,1.0,0.0,train
2022-02-23,,,206,8545,28.0,2.0,0.0,train
2022-02-24,,,228,8762,24.0,2.0,0.0,train
2022-02-25,,,261,9828,35.0,2.0,0.0,train
2022-02-26,,,288,,31.0,4.0,0.0,train
2022-02-27,,,346,,58.0,0.0,0.0,train
2022-02-28,,,399,,54.0,1.0,0.0,train
2022-03-01,,,480,,81.0,0.0,0.0,train
2022-03-02,,,537,,60.0,3.0,0.0,train
2022-03-03,,,648,,118.0,7.0,0.0,train
2022-03-04,,,731,,82.0,2.0,0.0,train
2022-03-05,,,801,,77.0,6.0,0.0,train
2022-03-06,,,845,,53.0,9.0,0.0,train
2022-03-07,,,888,,1.0,7.0,0.0,train
2022-03-08,,,910,,80.0,9.0,0.0,train
2022-03-09,,,941,,35.0,5.0,0.0,train
2022-03-10,,,979,,45.0,7.0,0.0,train
2022-03-11,,,1017,,48.0,10.0,0.0,train
2022-03-12,,,1082,,77.0,12.0,0.0,train
2022-03-13,,,1167,,101.0,16.0,0.0,train
2022-03-14,,,1212,,54.0,9.0,0.0,train
2022-03-15,,,1256,,69.0,25.0,0.0,train
2022-03-16,,,1286,,83.0,53.0,0.0,train
2022-03-17,,,1157,,77.0,206.0,0.0,train
2022-03-18,,,1069,,56.0,144.0,0.0,train
2022-03-19,,,1056,,69.0,82.0,0.0,train
2022-03-20,,,1007,,36.0,85.0,0.0,train
2022-03-21,,,952,,24.0,79.0,0.0,train
2022-03-22,,,855,,16.0,113.0,0.0,train
2022-03-23,,,835,,9.0,29.0,0.0,train
2022-03-24,,,775,,7.0,67.0,0.0,train
2022-03-25,,,732,,4.0,47.0,0.0,train
2022-03-26,,,678,,2.0,56.0,0.0,train
2022-03-27,,,632,,2.0,48.0,0.0,train
2022-03-28,,,573,,5.0,64.0,0.0,train
2022-03-29,,,506,,5.0,75.0,0.0,train
2022-03-30,,,452,,8.0,62.0,0.0,train
2022-03-31,,,382,,0.0,70.0,0.0,train
2022-04-01,,,322,,0.0,60.0,0.0,train
2022-04-02,,,267,,5.0,60.0,0.0,train
2022-04-03,,,194,,3.0,76.0,0.0,train
2022-04-04,,,140,,2.0,56.0,0.0,train
2022-04-05,,,101,,2.0,41.0,0.0,train
2022-04-06,,,80,,0.0,21.0,0.0,train
2022-04-07,,,72,,2.0,10.0,0.0,train
2022-04-08,,,63,,2.0,11.0,0.0,train
2022-04-09,,,52,,2.0,13.0,0.0,train
2022-04-10,,,43,,1.0,10.0,0.0,train
2022-04-11,,,38,,0.0,5.0,0.0,train
2022-04-12,,,30,,4.0,12.0,0.0,train
2022-04-13,,,36,,9.0,3.0,0.0,train
2022-04-14,,,36,,3.0,3.0,0.0,train
2022-04-15,,,35,,3.0,4.0,0.0,train
2022-04-16,,,39,,8.0,4.0,0.0,train
2022-04-17,,,39,,3.0,3.0,0.0,train
2022-04-18,,,40,,3.0,2.0,0.0,train
2022-04-19,,,39,,1.0,2.0,0.0,train
2022-04-20,,,37,,0.0,2.0,0.0,train
2022-04-21,,,34,,0.0,3.0,0.0,train
2022-04-22,,,28,,1.0,7.0,0.0,train
2022-04-23,,,24,,0.0,4.0,0.0,train
2022-04-24,,,22,,1.0,3.0,0.0,train
2022-04-25,,,22,,1.0,1.0,0.0,train
2022-04-26,,,21,,0.0,1.0,0.0,train
2022-04-27,,,15,,0.0,8.0,0.0,train
2022-04-28,,,14,,0.0,1.0,0.0,train
2022-04-29,,,13,,1.0,2.0,0.0,train
2022-04-30,,,12,,0.0,1.0,0.0,train
2022-05-01,,,,,,,,test1
2022-05-02,,,,,,,,test1
2022-05-03,,,,,,,,test1
2022-05-04,,,,,,,,test1
2022-05-05,,,,,,,,test1
2022-05-06,,,,,,,,test1
2022-05-07,,,,,,,,test1
2022-05-08,,,2,,0.0,0.0,0.0,train
2022-05-09,,,3,,1.0,0.0,0.0,train
2022-05-10,,,3,,0.0,0.0,0.0,train
2022-05-11,,,3,,0.0,0.0,0.0,train
2022-05-12,,,3,,0.0,0.0,0.0,train
2022-05-13,,,3,,0.0,0.0,0.0,train
2022-05-14,,,3,,0.0,0.0,0.0,train
2022-05-15,,,4,,1.0,0.0,0.0,train
2022-05-16,,,4,,0.0,0.0,0.0,train
2022-05-17,,,3,,0.0,1.0,0.0,train
2022-05-18,,,4,,1.0,0.0,0.0,train
2022-05-19,,,3,,0.0,1.0,0.0,train
2022-05-20,,,3,,0.0,0.0,0.0,train
2022-05-21,,,3,,0.0,0.0,0.0,train
2022-05-22,,,4,,1.0,0.0,0.0,train
2022-05-23,,,4,,0.0,0.0,0.0,train
2022-05-24,,,5,,1.0,0.0,0.0,train
2022-05-25,,,5,,0.0,0.0,0.0,train
2022-05-26,,,5,,1.0,1.0,0.0,train
2022-05-27,,,4,,0.0,1.0,0.0,train
2022-05-28,,,5,,1.0,0.0,0.0,train
2022-05-29,,,6,,2.0,1.0,0.0,train
2022-05-30,,,7,,1.0,0.0,0.0,train
2022-05-31,,,7,,0.0,0.0,0.0,train
2022-06-01,,,,,,,,test2
2022-06-02,,,,,,,,test2
2022-06-03,,,,,,,,test2
2022-06-04,,,,,,,,test2
2022-06-05,,,,,,,,test2
2022-06-06,,,,,,,,test2
2022-06-07,,,,,,,,test2
2022-06-08,,,7,,1.0,0.0,0.0,train
2022-06-09,,,7,,1.0,1.0,0.0,train
2022-06-10,,,7,,0.0,0.0,0.0,train
2022-06-11,,,7,,0.0,0.0,0.0,train
2022-06-12,,,6,,0.0,1.0,0.0,train
2022-06-13,,,5,,0.0,1.0,0.0,train
2022-06-14,,,5,,0.0,0.0,0.0,train
2022-06-15,,,4,,0.0,1.0,0.0,train
2022-06-16,,,5,,2.0,1.0,0.0,train
2022-06-17,,,4,,0.0,1.0,0.0,train
2022-06-18,,,5,,1.0,0.0,0.0,train
2022-06-19,,,5,,0.0,0.0,0.0,train
2022-06-20,,,5,,1.0,1.0,0.0,train
2022-06-21,,,5,,0.0,0.0,0.0,train
2022-06-22,,,5,,0.0,0.0,0.0,train
2022-06-23,,,5,,1.0,1.0,0.0,train
2022-06-24,,,10,,5.0,0.0,0.0,train
2022-06-25,,,10,,0.0,0.0,0.0,train
2022-06-26,,,10,,0.0,0.0,0.0,train
2022-06-27,,,10,,1.0,1.0,0.0,train
2022-06-28,,,10,,1.0,1.0,0.0,train
2022-06-29,,,13,,3.0,0.0,0.0,train
2022-06-30,,,12,,0.0,1.0,0.0,train
2022-07-01,,,12,,1.0,1.0,0.0,train
2022-07-02,,,13,,1.0,0.0,0.0,train
2022-07-03,,,13,,0.0,0.0,0.0,train
2022-07-04,,,14,,1.0,0.0,0.0,train
2022-07-05,,,18,,4.0,0.0,0.0,train
2022-07-06,,,21,,4.0,1.0,0.0,train
2022-07-07,,,28,,10.0,3.0,0.0,train
2022-07-08,,,34,,7.0,1.0,0.0,train
2022-07-09,,,39,,6.0,1.0,0.0,train
2022-07-10,,,43,,7.0,3.0,0.0,train
2022-07-11,,,48,,8.0,3.0,0.0,train
2022-07-12,,,47,,6.0,7.0,0.0,train
2022-07-13,,,54,,9.0,2.0,0.0,train
2022-07-14,,,50,,5.0,9.0,0.0,train
2022-07-15,,,54,,5.0,1.0,0.0,train
2022-07-16,,,49,,4.0,9.0,0.0,train
2022-07-17,,,58,,13.0,4.0,0.0,train
2022-07-18,,,51,,6.0,13.0,0.0,train
2022-07-19,,,65,,18.0,4.0,0.0,train
2022-07-20,,,85,,20.0,0.0,0.0,train
2022-07-21,,,,,,,,test3
2022-07-22,,,,,,,,test3
2022-07-23,,,,,,,,test3
2022-07-24,,,,,,,,test3
2022-07-25,,,,,,,,test3
2022-07-26,,,,,,,,test3
2022-07-27,,,,,,,,test3
2022-07-28,,,164,,9.0,14.0,0.0,train
2022-07-29,,,159,,4.0,9.0,0.0,train
2022-07-30,,,151,,5.0,13.0,0.0,train
2022-07-31,,,152,,11.0,10.0,0.0,train
2022-08-01,,,138,,12.0,26.0,0.0,train
2022-08-02,,,138,,15.0,15.0,0.0,train
2022-08-03,,,135,,16.0,19.0,0.0,train
2022-08-04,,,128,,7.0,14.0,0.0,train
2022-08-05,,,100,,5.0,33.0,0.0,train
2022-08-06,,,104,,11.0,7.0,0.0,train
2022-08-07,,,103,,14.0,15.0,0.0,train
2022-08-08,,,98,,8.0,13.0,0.0,train
2022-08-09,,,89,,2.0,11.0,0.0,train
2022-08-10,,,90,,7.0,6.0,0.0,train
2022-08-11,,,84,,3.0,9.0,0.0,train
2022-08-12,,,81,,7.0,10.0,0.0,train
2022-08-13,,,76,,7.0,12.0,0.0,train
2022-08-14,,,77,,10.0,9.0,0.0,train
2022-08-15,,,68,,1.0,10.0,0.0,train
2022-08-16,,,66,,6.0,8.0,0.0,train
2022-08-17,,,65,,5.0,6.0,0.0,train
2022-08-18,,,65,,5.0,5.0,0.0,train
2022-08-19,,,64,,5.0,6.0,0.0,train
2022-08-20,,,63,,5.0,6.0,0.0,train
2022-08-21,,,,,,,,test4
2022-08-22,,,,,,,,test4
2022-08-23,,,,,,,,test4
2022-08-24,,,,,,,,test4
2022-08-25,,,,,,,,test4
2022-08-26,,,,,,,,test4
2022-08-27,,,,,,,,test4
