time,flow_1,flow_2,flow_3,flow_4,flow_5,flow_6,flow_7,flow_8,flow_9,flow_10,flow_11,flow_12,flow_13,flow_14,flow_15,flow_16,flow_17,flow_18,flow_19,flow_20,train or test
2022/3/6 19:00,62.2,29.2,98,72.5,7.5,120.5,25.4,4,9.5,4.586,8.3,5.07,4,4.6,3.7,8.7,14.4,9.288,4.43,3.1,train
2022/3/6 20:00,70.5,36.6,118.6,66.5,9.3,145.2,28.7,4.6,13.2,6.31,11.2,7.44,5,5.2,4.4,9.9,17,11.592,6.604,3.7,train
2022/3/6 21:00,73,48.7,136.4,84,12.4,185.5,39.2,4.7,16.6,6.644,15,9.204,6,10.1,5.2,12.2,23.1,16.16,8.63,4.8,train
2022/3/6 22:00,71.9,46.7,132.3,85.5,12.5,168.9,40,5.1,17,7.572,15.3,9.14,5.5,8.8,4.8,13.1,21.5,14.58,7.764,5.3,train
2022/3/6 23:00,54.6,32.7,97.4,93.1,7.8,112.4,24.4,3.1,10.5,5.36,10.3,5.49,4.8,5.9,3.8,9.8,13,11.724,4.608,3.9,train
2022/3/7 0:00,33.8,16.9,59,55,3.9,62,12.1,1.5,4.8,2.186,4.6,2.632,2,3.4,2.5,4.3,7.5,4.832,1.857,2,train
2022/3/7 1:00,24.1,7.5,35.9,21.9,2,36.2,5.6,0.7,2,0.888,2.6,0.98,0.9,0.6,0.8,2.1,2.9,2.076,0.854,0.6,train
2022/3/7 2:00,16.6,4.4,28.3,14.6,1.6,24.1,2.5,0.4,1.7,0.493,1.1,0.602,0.4,0.6,0.5,1,2.1,1.438,0.38,0.1,train
2022/3/7 3:00,14.4,3.5,24.8,12.8,1.2,21.4,1.9,0.3,1,0.241,0.9,0.325,0.3,0.1,0.2,0.5,1.2,0.591,0.255,0.4,train
2022/3/7 4:00,12.9,2.8,24,12.5,1.1,20.9,1.8,0.3,1,0.214,1,0.281,0.3,0.3,0.1,0.6,0.9,0.53,0.459,0.2,train
2022/3/7 5:00,13.7,2.8,26.2,12.4,1.4,21.3,1.5,0.6,0.9,0.112,0.9,0.354,0.2,0.5,0.3,1.4,1.2,0.678,0.441,0.2,train
2022/3/7 6:00,25.3,7.1,36.1,23,2.7,40.7,5.2,1.2,3.9,1.053,1.9,1.266,0.8,1.1,1,1.8,4,2.085,1.297,1.4,train
2022/3/7 7:00,46.7,21.1,70.2,53.3,6.6,92.9,18.6,3,9.2,3.076,5.7,3.936,2.4,4,2.8,5.7,10.9,7.22,3.542,2.5,train
2022/3/7 8:00,53.5,27.5,89.4,59.9,7.1,118.8,21.8,3.3,11.2,3.95,7.3,4.894,3.3,4.1,2.9,6.4,12.5,8.54,4.168,3.5,train
2022/3/7 9:00,52.9,24,82.7,52.9,7.3,106.7,17.6,2.4,8.2,3.948,7,4.73,2.5,3.6,3.2,6.7,10,7.345,3.404,3.4,train
2022/3/7 10:00,45,22.5,78.9,49.7,6.2,98,15.3,1.5,6.5,2.626,5.8,4.032,2,2.5,2.1,5.5,9.8,6.615,10.061,2.8,train
2022/3/7 11:00,47.3,22.4,75.6,46.8,6.4,97.3,16.2,2.2,7.5,2.528,6.9,3.222,2.1,2.9,2.1,5.2,10.2,6.736,,2.9,train
2022/3/7 12:00,50.7,23.1,74.1,47.6,7.1,101.2,16.2,2.2,7.3,2.82,6.7,4.168,2.1,2.8,2.2,5.1,9.8,6.496,,3.4,train
2022/3/7 13:00,43.4,18.4,66.3,40.9,4.4,83.2,11.8,1.4,6,1.98,5.6,3.088,2.2,2.4,1.9,4.3,8,4.96,2.198,2.1,train
2022/3/7 14:00,31,13.3,55.5,23.7,7,63.2,8.1,1.2,4.6,9.778,3.6,6.29,1.6,1.4,1.3,2.6,5.6,3.7,1.846,1.9,train
2022/3/7 15:00,29.5,12.2,50.3,27.2,13.9,60.3,8.1,1.7,4.4,,3.2,,1.8,1.2,1.3,2.5,4.7,3.304,1.76,2,train
2022/3/7 16:00,33.7,13,56.8,30,3.2,69.7,8.1,1.8,5.2,,2.9,,1.9,1.2,1.5,2.9,5,3.82,2.184,1.6,train
2022/3/7 17:00,47.8,18.3,69,45.1,4.4,86.1,12.6,1.7,6.1,,5.2,2.564,2,2.2,2,4,7.2,5.904,2.464,2,train
2022/3/7 18:00,54.2,25.3,80.4,61.7,6.1,106.3,18.5,2.6,9.3,,7.5,42.702,2.4,3.4,2.8,6.7,10.1,6.984,33.448,2.6,train
2022/3/7 19:00,60.4,30.2,90.4,69.8,7.5,106.2,20.2,2.5,8.9,3.414,7.9,,3,3.5,2.6,6.3,12.5,8.736,,3.3,train
2022/3/7 20:00,69.5,37,104.3,64.8,7.8,135.2,25.3,4,11.6,4.354,10.6,,4.6,5.6,3.4,9.3,15.4,11.696,,2.3,train
2022/3/7 21:00,73.9,46,132.5,85.6,11.8,169.2,38.2,4.9,17.5,6.378,14.8,,6,8.4,4.7,13.3,21.1,14.7,,4.5,train
2022/3/7 22:00,139.9,46.8,131.9,85.1,12.3,182.3,38.5,4.9,18.2,8.274,14.7,,5.4,8.9,5.3,13.9,22.6,15.86,,4.6,train
2022/3/7 23:00,57.8,31.7,98.6,94.1,7.8,113.3,27.7,3.2,11.1,5.95,9.8,,4.8,5.9,3.5,8.3,12.3,10.712,,3.8,train
2022/3/8 0:00,35.5,16.6,58.9,51.1,3.8,63.2,13.5,1.2,4.8,3.84,4.4,,1.9,2.9,2,4,8.5,5.764,,2.2,train
2022/3/8 1:00,21.3,6.9,33,22.9,2.3,35.6,4.3,0.4,2.2,,2,,1,1.1,0.7,2.1,3.3,2.36,0.84,0.7,train
2022/3/8 2:00,15.5,3.8,27.4,15.5,1.4,24.8,2.9,0.2,1.1,,1.2,,0.4,0.7,0.2,1.1,1.2,1.166,0.544,0.3,train
2022/3/8 3:00,15.2,2.9,24.2,13.9,1,20.2,2.2,0.3,0.9,0.158,0.7,0.208,0.4,0.2,0.3,0.7,1.5,0.825,0.267,0.3,train
2022/3/8 4:00,15.1,2.4,22.2,13.2,1,20.2,1.8,0.4,1,0.148,0.7,0.239,0.3,0.2,0.2,0.4,1.1,0.503,0.37,0.1,train
2022/3/8 5:00,17,3.1,23.6,14.9,1.2,20.8,3,0.3,0.7,0.14,0.8,0.264,0.3,0.2,0.7,0.7,1.3,0.831,0.586,0.3,train
2022/3/8 6:00,29.4,8.4,35.5,26.9,2.7,42.3,6.9,1.1,3.6,0.734,2,1.28,1.2,1.2,1.2,1.8,3.6,2.272,1.289,1.8,train
2022/3/8 7:00,49.5,24.9,75,58.2,8,100.6,20.5,3.4,10.6,3.212,5.9,4.352,3.1,4.1,2.9,4.8,11,8.224,4.746,3.5,train
2022/3/8 8:00,60.7,27.8,93.3,67,9,126.3,23.5,4,11.3,4.456,7.8,5.446,3.9,4.1,3.4,7.2,14.6,10.312,5.248,4,train
2022/3/8 9:00,57.1,25.1,91.7,59.6,8.3,114.6,19.1,3,8.7,4.12,7.7,4.734,2.7,3.5,2.8,6.9,12.3,7.976,3.516,3.2,train
2022/3/8 10:00,50.6,22,77,52.3,7,97.4,15.3,1.7,8.1,3.322,6.3,3.886,2.5,3,2.1,5.4,9.2,6.08,3.04,2.7,train
2022/3/8 11:00,47.9,22.3,75.7,47.6,6.6,95.8,15.2,2,6.4,2.842,6.3,3.82,3,3.2,2.1,5.6,8.8,6.3,3.52,2.7,train
2022/3/8 12:00,47.7,21.7,73.6,48.9,5.5,93.8,15.8,2,7.1,2.642,6.5,4.286,2.6,2.8,2.3,5.2,8.8,6.056,3.112,3,train
2022/3/8 13:00,40.3,18.4,63.7,41.6,4.6,75.9,12.8,1.2,5.2,1.754,4.8,3.464,2.5,2.8,2.1,4.2,7.7,5.456,2.332,2.4,train
2022/3/8 14:00,33.2,13.2,52.6,25.9,3.3,62,9.7,1.3,4.5,1.035,4.1,2.15,1.8,2.2,1.4,3.2,5.5,3.68,1.82,1.8,train
2022/3/8 15:00,30.8,13,52.3,28,3.4,61.9,8.4,0.8,3.6,0.878,2.7,1.566,2,1.1,1.3,1.9,5.3,3.32,1.576,1.2,train
2022/3/8 16:00,33.5,14.6,57.2,33.5,3.8,63.6,9.1,1.4,4.6,1.396,4,2.134,2.8,1.5,1.2,2.8,5.5,4.78,2.02,1.7,train
2022/3/8 17:00,44.6,19.9,66,51.2,5,85.7,13.9,1.8,6.2,2.248,4.7,3.02,2.7,2.4,1.7,5,8.5,5.384,2.168,1.8,train
2022/3/8 18:00,52.1,27,77.4,64.4,6.3,103.9,19,2.6,9,3.292,7.7,4.334,3.2,3.5,2.8,6.1,10.9,7.288,3.676,2.3,train
2022/3/8 19:00,59.5,29.5,87.4,69.5,6.9,118.5,20.3,3.3,9.6,4.628,8.7,4.716,3.2,3.6,3.2,7.3,13.4,9.512,3.948,3.2,train
2022/3/8 20:00,68.7,36.9,107.3,66.4,8.1,134.3,27.4,4.5,12.4,5.176,9.3,6.578,5.3,5.9,3.6,10.7,16.7,13.416,5.408,3,train
2022/3/8 21:00,73.3,46.1,131.7,83.3,12.3,175.2,37.2,4.8,16.3,7.096,14.2,8.534,4.7,8.1,4.6,14.2,22,16.752,8.564,4.7,train
2022/3/8 22:00,72.7,49.7,132.8,82.7,12,174,40,5,17.9,8.184,16,9.736,5.7,8.7,4.7,14.1,21.8,17.468,6.896,4.8,train
2022/3/8 23:00,57.7,29.8,95.8,97.7,8.2,119.4,25.6,3.1,9.7,5.13,11.2,5.788,4.8,7.1,3.7,9.1,14.8,11.62,4,3.1,train
2022/3/9 0:00,37.4,15.8,58,57,4.6,59.6,13.6,1.2,4.6,2.327,6.1,2.128,2.2,2.8,2.4,4.2,7.8,4.968,2.342,1.5,train
2022/3/9 1:00,23.1,7.9,34.1,22.6,2,34.5,4.7,0.4,1.7,1.058,3.6,1.346,1.2,1.1,0.7,1.9,2.8,1.975,1.034,0.9,train
2022/3/9 2:00,17.6,4.7,26.1,16,1.2,23.7,2.7,0.2,1.3,0.704,2.3,0.541,0.5,0.3,0.3,1.3,1.2,1.364,0.573,0.2,train
2022/3/9 3:00,15.4,2.6,24.5,13.1,1,21.4,2.1,0.2,1,0.128,1.1,0.385,0.2,0.1,0.2,0.4,0.8,0.767,0.377,0.1,train
2022/3/9 4:00,13.8,2.3,22.9,12.7,0.9,20.6,1.8,0.2,0.8,0.211,1.2,0.161,0.3,0.2,0.2,0.5,1.1,0.502,0.222,0.2,train
2022/3/9 5:00,17.3,2.8,23,14,1.1,22.8,2.3,0.4,1.2,0.12,1.2,0.269,0.2,0.1,0.3,0.7,1.2,0.747,0.234,0.1,train
2022/3/9 6:00,28.7,8.4,37,26.4,2.7,42.4,6.9,1.2,3.8,0.958,2,1.154,1.2,1.4,1.3,2,4.7,1.961,1.142,1.6,train
2022/3/9 7:00,49,25.2,73.5,59,7.2,102.8,19.9,3.1,10.3,3.188,6,4.914,3.8,4,3,5.9,11.9,8.22,4.682,3,train
2022/3/9 8:00,29.4,29.3,95.3,67.2,8.1,127.4,22.9,4,11.9,3.704,8.5,5.702,4.8,5,2.9,7.6,14.5,9.12,4.616,3.9,train
2022/3/9 9:00,38.4,27.5,95.7,60,8.4,113.5,19,2.9,7.8,3.822,7.3,4.854,3,3.9,2.6,6.8,11.6,8.276,3.328,3.5,train
2022/3/9 10:00,112.8,24.8,82.3,51.3,6.9,96,15.9,2,6.3,3.486,5.4,3.492,1.9,2.7,2.5,5.1,10.7,7.32,8.778,2.9,train
2022/3/9 11:00,49.8,22.9,75.3,50.3,6.2,96.7,17.6,2,6.6,3.01,6.4,4.256,2.8,2.8,2.8,5.6,9.5,6.396,,2.4,train
2022/3/9 12:00,48.9,20.3,76.4,49.8,6.2,95.2,17,2,7.5,2.842,6.4,4.032,2.7,2.8,2.7,4.6,10.4,6.088,,2.6,train
2022/3/9 13:00,39,19.1,63.4,38.9,4.7,77.1,13.2,1.6,6.3,2.09,4.7,2.842,2.4,2.2,2.3,3.9,6.6,3.992,2.772,2,train
2022/3/9 14:00,31,12.2,53.7,24.6,3.6,62.7,9.3,1.3,3.7,1.094,2.9,2.434,2,1.7,1.3,3,4.9,3.416,1.969,2.1,train
2022/3/9 15:00,32.3,11.2,56.3,27.5,3.3,68,7.3,1,3.5,0.986,2.6,1.928,1.8,1.3,1.2,2.4,4.9,2.784,1.924,1.5,train
2022/3/9 16:00,35.4,15.8,60.3,31.6,4.1,70.7,10,1.3,5.8,1.412,3.4,1.636,1.8,1.4,1.6,2.6,5.5,3.6,1.408,2,train
2022/3/9 17:00,44.2,18.5,67.6,47.2,5.4,86,14,1.8,6.5,2.294,5.8,2.296,2,2,2,4.5,8,5.424,2.133,2.1,train
2022/3/9 18:00,51.2,26.2,79.4,65.1,6.1,103.3,19.1,2.7,9,3.02,7.2,4.724,2.9,3,2.3,6.1,10.6,6.888,3.05,2.4,train
2022/3/9 19:00,60.2,29,89.4,69.1,8,120.7,21.5,2.7,9.4,4.416,8.1,4.196,3.9,4,3.1,7.2,12.6,8.472,4.512,2.6,train
2022/3/9 20:00,68.1,34.8,106.8,64.6,8.9,132.1,27.2,3.7,11.2,4.922,11.4,7.084,4.6,6.3,3.8,10.5,16.4,12.544,5.514,3.3,train
2022/3/9 21:00,73.6,47.7,134.5,84.8,12.4,183.4,37.3,5.1,18.3,7.278,15.1,7.796,6.7,8.4,5.7,13.5,19.5,16.112,8.084,3.7,train
2022/3/9 22:00,72.8,50,131.2,87.9,13.3,176.1,40.1,5,17.5,7.682,14.9,8.916,5.3,8.5,5.5,13.3,22.2,16.76,7.822,5.7,train
2022/3/9 23:00,59.1,33,98.9,96.7,8.2,116.5,26.1,3.7,10.8,5.35,9.7,6.588,4.6,6,3.5,9.1,14.6,11.488,4.296,4.1,train
2022/3/10 0:00,31.6,16.7,57.5,56.6,3.8,61.2,12.4,1,5.1,2.18,4.9,3.628,2,3.2,2,5.3,8.8,8.568,2.328,1.7,train
2022/3/10 1:00,22.6,7.5,35,21.3,2.2,33.8,4.5,0.5,1.9,0.728,2.6,1.428,1.1,1.7,1.1,2.3,2.8,,0.994,0.7,train
2022/3/10 2:00,18,4.1,25.1,15.7,1.3,23.3,3,0.2,1,0.266,1.9,3.182,0.6,0.4,0.6,0.8,2.5,,0.474,0.2,train
2022/3/10 3:00,15.2,2.9,23.4,12.7,1,20.7,1.7,0.3,1,0.111,1.6,,0.4,0.3,0.2,0.4,0.7,0.938,0.354,0.2,train
2022/3/10 4:00,14,2.1,22.4,12.3,1,19.6,1.8,0.2,1.2,0.222,0.7,,0.2,0.4,0.1,0.3,1.2,0.691,0.292,0.4,train
2022/3/10 5:00,17.1,2.9,22,13.4,1.1,22.2,1.8,0.4,0.9,0.372,1,,0.1,0.2,0.8,0.7,1.3,0.792,0.412,0.1,train
2022/3/10 6:00,28.4,8.7,36.2,25.3,3.1,43.8,6.3,1.4,3.9,0.893,2.5,,1.2,1.2,1.4,2.1,4.5,2.52,1.28,1.7,train
2022/3/10 7:00,55.3,23.2,73.9,58.3,6.6,105.2,20.3,3.2,11.3,3.442,6.3,4.716,2.7,3.9,2.6,6.4,12.7,8.152,3.688,3.1,train
2022/3/10 8:00,67.7,30.1,95,68.6,8.5,133,23.5,4.1,12,4.01,7.8,5.364,3.6,4.7,3.2,7.5,15.5,9.04,4.216,3.9,train
2022/3/10 9:00,64.3,26,96.9,60,8.1,116.5,20.7,3,9.6,4.032,8.3,5.196,2.6,4.5,3.2,6.9,11.6,8.424,4.268,3.6,train
2022/3/10 10:00,58.3,22.4,85.6,49.7,6.5,94.1,17.2,2,7.9,3.438,7.5,3.572,2.5,3.5,2.1,5.7,9.8,6.428,3.095,3,train
2022/3/10 11:00,51.4,22.6,83,47.1,5.8,99.6,15.7,1.9,7,2.89,6.3,4.472,2.9,3.2,2.1,5.3,9.7,6.42,3.29,3.3,train
2022/3/10 12:00,49.1,22.8,75.4,47.9,6.1,96.8,17.1,2,7.3,2.27,6.9,3.848,3.4,3.3,2.2,4.6,10.5,5.656,3.438,3.5,train
2022/3/10 13:00,40.6,18,67,39.5,4.3,80.2,11.7,1.8,5.2,1.672,4.8,2.932,2.4,2.7,1.6,4,6.2,4.584,3.21,2.6,train
2022/3/10 14:00,32.8,14.1,53.7,25.5,3.5,64.2,7.1,1.1,3.3,1.027,4.4,2.004,1.9,1.4,1.5,2.5,5.9,3.328,1.87,4.2,train
2022/3/10 15:00,38.4,12.8,54,27.4,3.6,64.1,8.9,0.9,4,1.598,3.6,1.668,1.7,1.3,1.2,1.8,5.5,3.12,1.806,8.2,train
2022/3/10 16:00,40.8,13.7,59.1,32.7,3.4,66.6,10.1,1,6.2,1.524,3.1,1.612,2,1.6,1,3.2,6.2,3.82,1.81,2,train
2022/3/10 17:00,47.5,19.2,66.7,47.2,5.2,86,13.4,1.9,7.1,2.228,5.2,2.552,2.4,1.9,1.4,4,7.4,5.132,3.176,2,train
2022/3/10 18:00,53.4,24.7,82.3,63.2,6.4,102.6,18.8,2.7,8.3,3.224,6.2,4.416,2.7,4.1,2.7,6.5,10,7.836,3.88,2.1,train
2022/3/10 19:00,60,29.8,89.9,68.8,8,118.1,21.3,2.5,9.2,3.408,7.4,5.68,3.3,4,3.1,6.8,12.4,8.164,4.088,3.2,train
2022/3/10 20:00,69.9,33.4,106,62.3,9.2,135.8,28.9,3.6,11.3,4.712,9.6,7.384,5.5,4.7,3.4,9.6,16.3,12.536,5.052,3,train
2022/3/10 21:00,74.4,46.6,127.4,85,11.4,176,39.2,4.3,16,7.024,15,8.556,6.7,8.5,5.9,13.7,21.8,16.092,7.984,4.1,train
2022/3/10 22:00,72.1,49.1,130.4,84.7,11.3,174.1,41.1,5.4,18.2,8.084,15.6,9.012,6.9,9.1,5,12.6,22,17.388,8.448,5.5,train
2022/3/10 23:00,59.9,34.6,98.2,94.6,8.5,118.7,25.9,3.9,10,5.338,11.5,6.292,4.6,5.7,4,9.4,15.4,11.688,4.656,2.8,train
2022/3/11 0:00,36.7,17.5,62.8,59.1,4.6,63,12.5,1.5,5.3,2.63,4.5,3.328,2,3.7,2.7,4.9,7.8,5.272,2.822,1.9,train
2022/3/11 1:00,22.1,7.5,32.7,22.5,2.4,33.2,6.5,0.9,2.5,0.879,3,1.348,1.2,1.1,1.1,1.5,3.8,2.039,1.053,0.8,train
2022/3/11 2:00,18,3.7,27.3,16.8,1.6,23.5,4.4,0.3,1.1,0.517,1.9,0.828,0.6,0.5,0.7,0.9,1.5,1.295,0.553,0,train
2022/3/11 3:00,16.6,3.1,23.5,13,1.2,20.7,3.1,0.2,0.6,0.376,1.1,0.32,0.3,0.2,0.2,0.8,0.9,0.833,0.476,0.2,train
2022/3/11 4:00,14,2.5,21.8,12.1,1.2,18.9,2.7,0.2,1.2,0.164,0.5,0.476,0.1,0.1,0.2,0.7,0.9,0.508,0.335,0.1,train
2022/3/11 5:00,15.4,3.3,24.2,13.7,1.2,20.5,2.9,0.5,1.4,0.132,0.6,0.576,0.3,0.2,0.4,0.8,1.1,0.757,0.433,0.2,train
2022/3/11 6:00,28.9,8.5,38.1,26.8,3.5,43.6,7.6,1.1,4.6,0.919,2.2,1.328,1.2,1.2,1.4,2.2,4.6,2.132,1.301,1.6,train
2022/3/11 7:00,35.9,24.6,77.7,59,7.6,102.8,22.2,3.5,11.9,3.816,6.8,5,2.7,4.2,2.6,6.2,12,8.332,3.842,3.1,train
2022/3/11 8:00,61.5,30,96,68.8,9.1,128.9,24.7,3.6,11.4,4.556,7.6,6.152,3,4.1,3.3,7.4,16,9.356,5.094,3.7,train
2022/3/11 9:00,111.5,27.4,95.9,59.7,8.6,117.9,20.6,3,8.6,3.944,6.8,5.168,2.7,2.9,3.5,6.9,13.3,9.052,3.75,3.5,train
2022/3/11 10:00,52.1,24.6,79.5,50.9,7.2,102.2,16.5,2.8,7.2,3.25,6.6,4.008,2.3,3.4,1.9,5.7,9.5,6.656,3.146,2.7,train
2022/3/11 11:00,48.3,21.5,77.4,48.2,6.4,99.2,16.7,3.6,7.6,3.154,6.8,3.88,2.9,3.8,1.8,5.4,9,6.304,2.78,2.7,train
2022/3/11 12:00,46.7,22.2,77.4,48.5,5.4,97,16.4,2.1,7,2.648,7,3.768,3.3,3.2,2.3,4.8,9.9,6.112,3.284,3.3,train
2022/3/11 13:00,40.4,18,71.2,41,4.7,79.4,13,1.6,5.2,1.46,4.4,2.98,2.2,2.5,1.6,4.8,7.4,4.16,2.712,2.3,train
2022/3/11 14:00,30.9,11.6,53.4,26.1,3.3,63.5,9.5,1.6,3.6,1.044,3.6,2.284,1.6,1.4,1.2,3.5,5.5,2.916,2.052,2.1,train
2022/3/11 15:00,32.6,10.9,52.9,30.3,3.1,67.3,8.2,1.2,4.1,1.38,3,1.632,1.7,1.4,1.3,3.2,5.5,3.676,1.532,1.8,train
2022/3/11 16:00,33.2,15.7,59.6,32.6,4,71,8.8,1.1,5.4,0.973,3.2,2.16,2,1.4,1.7,3,5.6,4.2,1.652,1.6,train
2022/3/11 17:00,44.4,21.2,68.6,47,5.2,90.2,13.6,2,5.5,1.638,5.6,2.312,1.9,2.1,1.3,4.1,8,5.932,2.042,2.4,train
2022/3/11 18:00,51.1,22.5,83.4,62.5,6.4,103.9,19.3,2.2,8.9,2.978,6.8,4.12,2.7,2.9,2.4,5.8,10.9,7.028,3.374,2.6,train
2022/3/11 19:00,57.3,27.4,90.4,67.2,7.1,113.3,19.7,2.7,9.1,4.852,8.7,4.52,2.2,3.7,2.6,6.4,12.2,7.496,4.332,2.1,train
2022/3/11 20:00,66.1,28.9,100,58.8,8.1,128.4,23.1,3.8,9.9,5.302,10.7,5.368,5,4.7,3.1,7.9,14.7,11.396,5.452,3.4,train
2022/3/11 21:00,72.9,42.7,123.2,82.4,11.3,159.8,35.7,3.9,15.9,6.716,13.2,8.184,5.3,8.1,4.8,10.7,19.5,13.06,7.176,3.6,train
2022/3/11 22:00,71.7,45.9,128.4,82.5,11.8,169.9,39,5.3,16.3,7.256,13.7,9.224,5.5,7.6,5.1,13.6,20.8,15.448,7.836,4.9,train
2022/3/11 23:00,60.3,34.4,98.6,95.6,8.2,121.6,27.6,4.2,12.4,6.132,10.3,6.408,5.3,6.1,3.1,10,15.1,11.432,4.404,4.2,train
2022/3/12 0:00,36.1,21.9,67.5,55.4,4.5,71.1,16.1,2.4,5.4,2.07,5.4,3.224,2.8,3.6,2.4,4.6,10.7,7.541,6.369,1.9,train
2022/3/12 1:00,23.3,10.1,41.4,23.3,2.6,40.2,6.3,0.5,3.1,1.522,2.6,1.64,1.5,1.4,1.4,3.2,5.4,3.262,,1.4,train
2022/3/12 2:00,18.3,4.9,30.8,16.4,1.4,29.4,3.4,0.4,1.5,0.475,1.9,0.609,1,0.5,0.3,1.1,2.9,1.731,,0.7,train
2022/3/12 3:00,14.7,3.8,25.8,13.8,1.3,24.8,2.4,0.3,1.2,0.132,1.1,0.313,1.1,0.6,0.4,0.6,0.9,0.82,,0.3,train
2022/3/12 4:00,14.8,2.4,24.6,12.6,0.9,21.6,2.1,0.3,1.3,0.223,1,0.215,1,0.3,0.2,0.4,1.1,0.733,,0.2,train
2022/3/12 5:00,19.2,3,25.6,13.6,1.2,22.6,1.9,0.7,1.5,0.153,0.6,0.293,1.4,0.4,0.5,0.8,1.4,0.829,,0.2,train
2022/3/12 6:00,28,6.5,35.7,23.4,2.4,40.2,5.3,0.9,4.1,16.353,1.8,20.104,1.5,1.1,1.2,1.6,3.5,1.771,,1.6,train
2022/3/12 7:00,42.4,18.5,67.3,50.2,5.5,85.2,14.9,2.5,7.9,,5.3,,5.5,2.5,2.4,4.7,9.7,5.875,2.98,2,train
2022/3/12 8:00,56.3,26.7,93.3,65.4,8.8,115.5,22.6,3.3,12.6,,7,,6,3.9,3.3,6.2,13.8,8.153,5.516,3.1,train
2022/3/12 9:00,63,27.6,102.4,68,9.7,111.5,25.9,4.3,12.1,,8.4,,6.8,5.5,3.2,7.4,16,10.195,5.058,3.8,train
2022/3/12 10:00,59.5,27.8,99,61.9,9.4,121,23.7,3.8,10.3,,8.2,,6.2,5,3.1,8.3,13,9.137,4.887,3.9,train
2022/3/12 11:00,55.8,29.5,94.7,61.5,8.8,119.9,22.8,4.8,11,5.016,8.6,5.673,3.8,5.1,2.5,7.8,12.9,8.72,4.915,3.8,train
2022/3/12 12:00,53.4,26.7,91.4,57.8,7.7,114.6,21,3.8,9.7,13.546,8.1,12.319,3.9,4.6,2.7,6.4,12.3,24.22,26.664,3,train
2022/3/12 13:00,45,22.2,78.4,48.3,6.3,96,18.6,2.7,8.2,,7.1,,5.8,3.8,2.4,5.3,12.2,,,2.8,train
2022/3/12 14:00,33.9,17,68,28.8,5,74.4,12.4,2,4.7,,5.8,,2.7,3.1,1.6,4.7,8.8,,,2.6,train
2022/3/12 15:00,34.3,15.7,62.9,30.5,4.8,74.9,11.7,1.7,6.3,,4.4,2.54,2.3,2.9,1.4,3.8,7.5,4.488,,2.3,train
2022/3/12 16:00,37.4,15.9,69.3,33.6,5.3,79.1,13.9,1.7,6.8,,4.3,2.16,2.8,2.4,1.8,3.9,8.5,6.152,,2,train
2022/3/12 17:00,46.4,20.6,78.9,52.8,6.2,92.4,16.6,2.5,7.3,2.79,5.8,3.108,3.2,3,2.3,4.9,10.2,7.012,,2,train
2022/3/12 18:00,52.7,24.9,85.1,66.1,7.2,103.6,20.3,3.4,9.4,3.528,7.5,4.56,3.4,3.5,3,7.7,14.5,8.916,,2.6,train
2022/3/12 19:00,57.3,27.6,91.3,71.7,9,117.1,23.3,3.2,10.4,4.016,8.6,4.364,3.6,3.7,3.5,7.6,13.9,10.184,3.464,2.8,train
2022/3/12 20:00,67.9,36.8,105.6,65.9,9.2,129.6,28,3.8,11.3,4.852,10.8,6.116,4.9,5.2,4,9.3,15,12.928,5.814,3.6,train
2022/3/12 21:00,73.1,43.4,122.3,84.5,10,169.3,34.4,4.9,17,6.764,13,8.864,5.8,8.3,5.1,11.7,19.2,13.664,8.146,4.8,train
2022/3/12 22:00,72,43.8,125.4,84.4,11.7,170.9,36.8,5.7,19,7.236,14.4,8.288,5.2,8.4,4.9,11.6,19.8,13.808,8.064,3.9,train
2022/3/12 23:00,58.3,32,94.2,95.5,6.9,117.5,25.6,3.5,12.8,4.294,9,5.88,3.6,5.6,3.1,9,14,10.828,5.176,2.9,train
2022/3/13 0:00,35.7,18.1,63.1,44.7,4.3,68.1,14.2,1.4,5.7,1.997,5.9,2.532,2.2,3,2,5,8.6,6.768,2.322,1.8,train
2022/3/13 1:00,21.6,8,39,22.5,2.6,40.1,5.8,0.7,3.2,1.229,2.7,1.596,1.2,1.4,1.1,2.8,3.7,2.792,1.212,0.9,train
2022/3/13 2:00,14.3,6.1,28.4,16.4,2.1,24.9,3.1,0.3,1.6,0.344,1.3,0.446,0.6,0.6,0.4,1.7,2.4,1.296,0.335,0.5,train
2022/3/13 3:00,11.5,3.7,22.6,13.9,1.1,22.4,1.9,0.2,1.3,0.275,0.8,0.353,0.2,0.2,0.3,0.5,1.2,1.492,0.23,0.4,train
2022/3/13 4:00,13,2.9,22.3,14.1,0.9,19.5,2.2,0.3,1.6,0.143,0.9,0.434,0.4,0.3,0.2,0.4,1.1,0.646,0.376,0.1,train
2022/3/13 5:00,15.5,3.3,22.6,15,1.1,19.9,1.8,0.2,1.3,0.142,0.6,0.231,0.4,0.4,0.2,0.9,1.1,0.955,0.646,0.2,train
2022/3/13 6:00,24.7,6.8,32.8,19.9,1.8,37.3,4.2,0.9,2.6,0.587,1.6,0.849,1.1,0.9,0.6,1.4,3.2,1.719,0.83,1,train
2022/3/13 7:00,37.8,17.3,59.7,43.4,4.9,78.9,12.4,2.3,7.6,2.552,3.9,2.864,1.7,1.9,1.9,3.6,8.4,5.492,2.254,3.8,train
